specobjid,redshift,veldisp,ra,dec,u,g,r,i,modelMag_r,programname,plate,fiberid,mjd,ps1_g_mag,ps1_r_mag,ps1_i_mag,ps1_g_depth,ps1_r_depth,ps1_i_depth,ps1_g_fwhm,ps1_r_fwhm,ps1_i_fwhm,color_name,color_value
6513568560773879808,0.2317001,217.6302,148.181293277415,22.5289964901196,21.8201,19.92907,18.40184,17.83457,18.40184,boss,5785,864,56269,,,19.32699966430664,,,,,,,,
6515674400167319552,0.4701059,149.2828,148.173794146471,22.4440520808006,22.47707,22.17484,20.53678,19.61298,20.53678,boss,5787,333,56254,22.117300033569336,21.221399307250977,20.42289924621582,,,,,,,g-r,0.8959007263183594
6513571034675042304,0.4731144,194.0779,148.176859442465,22.4439221156721,22.19118,21.6734,19.94379,19.11713,19.94379,boss,5785,873,56269,21.925800323486328,20.730499267578125,19.798999786376957,,,,,,,g-r,1.1953010559082031
6513569935163414528,0.4670582,192.0312,148.199035496462,22.4208862631124,22.5368,22.1162,20.51011,19.64305,20.51011,boss,5785,869,56269,22.164600372314453,21.408899307250977,20.567699432373047,,,,,,,g-r,0.7557010650634766
6515673025777784832,0.3896817,238.5995,148.210257229001,22.4601136959047,22.59938,20.87385,19.12143,18.47166,19.12143,boss,5787,328,56254,21.417200088500977,19.86680030822754,19.183500289916992,,,,,,,g-r,1.5503997802734375
6183544918671382528,0.5029112,280.1616,230.457496419135,11.8262534788744,24.82005,22.1611,20.44041,19.47658,20.44041,boss,5492,373,56010,,21.239999771118164,20.42930030822754,,,,,,,r-i,0.810699462890625
6183536672334174208,0.5369158,214.7753,230.506809535385,11.9361759283854,25.52183,21.95729,20.18018,19.17689,20.18018,boss,5492,343,56010,,21.48270034790039,20.635799407958984,,,,,,,r-i,0.8469009399414062
6183537771845801984,0.6712202,313.6761,230.541138650654,11.9586022240616,21.96544,21.76946,20.75454,19.79731,20.75454,boss,5492,347,56010,21.481199264526367,21.745399475097656,21.08639907836914,,,,,,,g-r,-0.26420021057128906
6183546567938824192,0.5559275,178.3976,230.556660030074,11.835678936563,24.98695,22.0041,20.58787,19.7412,20.58787,boss,5492,379,56010,,21.25830078125,,,,,,,,,
6183538321601615872,0.5422353,182.643,230.632115269021,11.9713612036786,25.30862,22.22478,20.40056,19.43434,20.40056,boss,5492,349,56010,21.640399932861328,21.34860038757324,20.39539909362793,,,,,,,g-r,0.2917995452880895
6183535023066732544,0.6529824,227.9049,230.666733652042,11.8429217856709,25.82895,21.97395,20.24972,19.11722,20.24972,boss,5492,337,56010,,21.323999404907227,20.40970039367676,,,,,,,r-i,0.9142990112304652
6183526501851617280,0.4018813,158.4615,230.710979847008,11.9300439485405,22.68637,21.2021,19.39931,18.70253,19.39931,boss,5492,306,56010,21.382999420166016,,,,,,,,,,
