specobjid,redshift,veldisp,ra,dec,u,g,r,i,modelMag_r,programname,plate,fiberid,mjd,ps1_g_mag,ps1_r_mag,ps1_i_mag,ps1_g_depth,ps1_r_depth,ps1_i_depth,ps1_g_fwhm,ps1_r_fwhm,ps1_i_fwhm,color_name,color_value
6915405700148779008,0.670767,227.6741,348.261527719077,14.4102348310623,22.3986,22.94527,20.84785,19.59311,20.84785,boss,6142,467,56219,,,,,,,,,,,
6915406249904592896,0.4570817,290.7311,348.453009954328,14.5413596260974,23.10792,21.59315,19.94227,19.08352,19.94227,boss,6142,469,56219,21.937700271606445,20.45050048828125,19.708799362182617,,,,,,,g-r,1.4871997833251953
6915396904055756800,0.5821348,344.8843,348.618866692286,14.6088925764554,24.98439,22.39256,20.75499,19.65472,20.75499,boss,6142,435,56219,,21.398399353027344,20.44770050048828,,,,,,,r-i,0.9506988525390625
6915395254788315136,0.5671433,379.7845,348.661678128622,14.418600472903,21.756,21.45584,20.3411,19.50381,20.3411,boss,6142,429,56219,22.06010055541992,20.97920036315918,20.41959953308105,,,,,,,g-r,1.0809001922607386
6915385084305758208,0.3217773,244.0165,348.788783189595,14.4496582073149,21.68041,20.18094,18.59041,18.01128,18.59041,boss,6142,392,56219,20.88789939880371,19.42350006103516,18.874500274658203,,,,,,,g-r,1.4643993377685511
6915385359183665152,0.4836095,200.5386,348.793113251953,14.4956091442801,22.63322,21.86283,20.23277,19.39204,20.23277,boss,6142,393,56219,22.08060073852539,21.056299209594727,20.305500030517575,,,,,,,g-r,1.024301528930664
6915385634061572096,0.4184521,298.1747,348.78636497273,14.5441102277252,25.75517,21.43352,19.55401,18.77469,19.55401,boss,6142,394,56219,22.05590057373047,20.658899307250977,19.86039924621582,,,,,,,g-r,1.3970012664794922
6915382610404595712,0.4222415,264.671,348.850284541382,14.4358224855969,25.60875,21.82393,20.23126,19.39666,20.23126,boss,6142,383,56219,21.98290061950684,20.542400360107425,19.797100067138672,,,,,,,g-r,1.440500259399414
6915395804544129024,0.5925227,283.4505,348.729613933727,14.5627831151373,22.38022,22.50616,20.84436,19.75403,20.84436,boss,6142,431,56219,,21.68099975585937,20.59449958801269,,,,,,,r-i,1.0865001678466797
6915384259672037376,0.4223323,212.3634,348.883730738206,14.4887303048145,23.03179,21.14139,19.51553,18.77459,19.51553,boss,6142,389,56219,21.813100814819336,20.58639907836914,19.893199920654297,,,,,,,g-r,1.2267017364501953
6915375463579015168,0.5197424,150.9495,348.923597512986,14.639466200202,24.88547,22.66353,20.88038,19.90112,20.88038,boss,6142,357,56219,,21.19289970397949,20.483400344848636,,,,,,,r-i,0.7094993591308523
6915374913823201280,0.516885,216.5294,348.965528316223,14.6404721936324,22.49145,21.53938,19.6755,18.75122,19.6755,boss,6142,355,56219,22.271900177001957,20.79159927368164,19.78510093688965,,,,,,,g-r,1.480300903320316
6915362819195295744,0.4523905,140.9441,349.152211978226,14.4570984720507,23.31995,22.01923,20.78432,20.03593,20.78432,boss,6142,311,56219,,,,,,,,,,,
6915363643829016576,0.4650681,214.2781,349.030995662768,14.5881683290607,25.23835,21.45029,19.67347,18.94727,19.67347,boss,6142,314,56219,21.78899955749512,,,,,,,,,,
6915363918706923520,0.5666116,242.5815,349.06670267253,14.5949111969221,26.09406,22.33649,20.65649,19.47068,20.65649,boss,6142,315,56219,,,20.01619911193848,,,,,,,,
6915363368951109632,0.4644711,210.8259,349.185330190931,14.5113841276445,23.28521,22.34617,20.56646,19.75958,20.56646,boss,6142,313,56219,21.718000411987305,21.327600479125977,20.65539932250977,,,,,,,g-r,0.3903999328613281
6915351824079017984,0.3016669,137.9663,349.263728458837,14.548287658595,22.11821,21.3014,20.29812,19.57016,20.29812,boss,6142,271,56219,21.76679992675781,21.124399185180664,20.67539978027344,,,,,,,g-r,0.6424007415771449
6915361169927854080,0.4664935,240.9359,349.27004045077,14.4635680592621,25.74375,21.83843,20.13945,19.27596,20.13945,boss,6142,305,56219,22.07939910888672,20.775400161743164,20.09259986877441,,,,,,,g-r,1.3039989471435547
6915350724567390208,0.5797364,248.4486,349.297478058283,14.4929533387129,22.67347,22.19097,20.81321,19.89349,20.81321,boss,6142,267,56219,22.18370056152344,21.20929908752441,20.50180053710937,,,,,,,g-r,0.9744014739990305
6915364468462737408,0.6260951,211.9986,349.224003047759,14.5896016907024,22.86346,23.09076,20.84878,19.66786,20.84878,boss,6142,317,56219,,21.46910095214844,20.262500762939453,,,,,,,r-i,1.206600189208988
6915352373834831872,0.5602143,238.1868,349.325480048774,14.6360249600156,23.56036,22.64823,20.94312,19.85242,20.94312,boss,6142,273,56219,,21.186899185180664,,,,,,,,,
6915352923590645760,0.4042597,157.9804,349.421884504601,14.6307515443633,23.11227,22.25461,20.42063,19.55199,20.42063,boss,6142,275,56219,,,20.97669982910156,,,,,,,,
6915332307747624960,0.4054599,279.1543,349.611958127118,14.6580783600998,23.1626,20.99026,19.24307,18.51656,19.24307,boss,6142,200,56219,21.40390014648437,19.896499633789062,19.170900344848636,,,,,,,g-r,1.507400512695309
6915340279206926336,0.4719384,209.122,349.50759327769,14.5712760091283,25.73425,22.20436,20.45985,19.50527,20.45985,boss,6142,229,56219,,21.02589988708496,20.287599563598636,,,,,,,r-i,0.7383003234863246
6915341378718554112,0.4520558,238.397,349.607214053367,14.6137707904845,25.72405,22.06245,20.64682,19.73075,20.64682,boss,6142,233,56219,,21.14240074157715,20.35029983520508,,,,,,,r-i,0.7921009063720668
6915340828962740224,0.4434828,205.5191,349.523559020215,14.5839988564731,24.9016,22.45519,20.45656,19.57137,20.45656,boss,6142,231,56219,,21.687000274658203,20.97069931030273,,,,,,,r-i,0.7163009643554723
6915341928474368000,0.5535334,146.4751,349.543860956104,14.6350260835109,24.05912,22.52413,20.93551,19.77723,20.93551,boss,6142,235,56219,,21.642000198364254,21.041900634765625,,,,,,,r-i,0.6000995635986293
6915332032869718016,0.5539244,238.9995,349.717508677276,14.6762976879085,21.81942,21.6641,19.51297,18.50593,19.51297,boss,6142,199,56219,,,,,,,,,,,
6915331483113904128,0.4812802,238.0988,349.768828281497,14.6745018494099,26.49443,22.31827,20.25323,19.36747,20.25323,boss,6142,197,56219,21.846399307250977,20.98740005493164,20.25,,,,,,,g-r,0.8589992523193359
6915320487997626368,0.4524319,277.7109,349.902541863178,14.5655830947816,23.07508,21.02881,19.19259,18.45418,19.19259,boss,6142,157,56219,21.712400436401367,20.307300567626957,19.520299911499023,,,,,,,g-r,1.4050998687744105
4153514937116022784,0.5314144,209.0145,123.705040637033,50.8087326915555,25.34925,22.64599,20.64445,19.58374,20.64445,boss,3689,255,55180,22.091800689697266,21.28350067138672,20.3262996673584,,,,,,,g-r,0.8083000183105469
4153508340046256128,0.5127938,129.5411,123.803872664123,51.011824271015,22.03547,21.32388,20.36401,19.53765,20.36401,boss,3689,231,55180,,21.681900024414062,20.768400192260746,,,,,,,r-i,0.9134998321533168
4153506690778814464,0.4645236,163.3136,123.801049329933,51.0326329700007,24.60961,22.21998,20.75952,19.79871,20.75952,boss,3689,225,55180,,21.1924991607666,20.391300201416016,,,,,,,r-i,0.8011989593505859
4153508889802070016,0.5604402,171.657,123.828674655018,51.0602417121352,21.74298,21.34015,19.88035,18.86169,19.88035,boss,3689,233,55180,,21.20800018310547,20.3174991607666,,,,,,,r-i,0.8905010223388672
4153509439557883904,0.5267314,357.4346,123.913580555193,51.1792204927797,24.60499,21.69737,19.99396,18.80681,19.99396,boss,3689,235,55180,22.15250015258789,20.98539924621582,19.900299072265625,,,,,,,g-r,1.1671009063720703
4153499818831140864,0.1776106,234.4919,124.282885456742,51.1913154178768,20.97857,18.81349,17.50724,16.95319,17.50724,boss,3689,200,55180,19.378700256347656,18.36160087585449,17.897199630737305,,,,,,,g-r,1.0170993804931676
4154659803631998976,0.3049502,252.7018,124.289815448282,51.389077313657,21.79341,20.1367,18.61846,17.98528,18.61846,boss,3690,324,55182,20.68120002746582,19.397899627685547,18.66530036926269,,,,,,,g-r,1.2833003997802734
4154659528754092032,0.4242205,295.1599,124.379774913826,51.3462569222063,23.25729,22.04503,20.38873,19.58277,20.38873,boss,3690,323,55182,,,,,,,,,,,
4154659253876185088,0.4602749,286.7011,124.457324002517,51.3397347297217,23.74887,22.09246,20.35625,19.49885,20.35625,boss,3690,322,55182,,,20.73740005493164,,,,,,,,
4153679314104375296,0.5267675,226.8522,124.380816819174,51.3373564449346,26.34251,22.78111,20.96389,19.85509,20.96389,boss,3689,853,55180,,21.152700424194336,20.3572998046875,,,,,,,r-i,0.7954006195068359
4153676015569491968,0.4692303,255.2418,124.364732657556,51.5019869452949,25.54874,22.6359,20.99434,20.02232,20.99434,boss,3689,841,55180,21.856000900268555,21.155500411987305,20.416400909423828,,,,,,,g-r,0.70050048828125
4153687010685769728,0.472156,193.8975,124.503060664801,51.4773127900379,23.68688,21.95244,20.0118,19.18036,20.0118,boss,3689,881,55180,22.202699661254883,20.74349975585937,19.933500289916992,,,,,,,g-r,1.4591999053955114
4154660078509905920,0.4738504,233.2994,124.418040849841,51.5221360532757,22.51017,21.45857,19.8006,19.01554,19.8006,boss,3690,325,55182,22.029800415039062,20.863800048828125,20.105100631713867,,,,,,,g-r,1.1660003662109375
4153687285563676672,0.3503467,241.4458,124.625766849486,51.6543678148364,25.21713,20.56068,18.8373,18.20824,18.8373,boss,3689,882,55180,21.417400360107425,20.00919914245605,19.431400299072266,,,,,,,g-r,1.4082012176513743
4154660353387812864,0.5306689,175.9682,124.5169866319,51.5924122927183,24.59854,22.34878,20.98497,20.00558,20.98497,boss,3690,326,55182,22.30190086364746,21.39249992370605,20.528099060058597,,,,,,,g-r,0.9094009399414098
4154649083393628160,0.3594358,161.3433,124.675678747092,51.5412699779371,22.93564,21.78498,20.21667,19.31824,20.21667,boss,3690,285,55182,21.82990074157715,21.017200469970703,20.277299880981445,,,,,,,g-r,0.8127002716064453
4153692233366001664,0.4972946,218.6158,124.601120016567,51.6013779850854,25.41779,22.74994,20.86086,19.9266,20.86086,boss,3689,900,55180,22.122699737548828,21.25309944152832,20.5674991607666,,,,,,,g-r,0.8696002960205078
4154650182905255936,0.5945119,77.18819,124.768815105892,51.812682959697,21.3631,20.99505,20.25966,19.58488,20.25966,boss,3690,289,55182,21.56599998474121,20.853500366210938,20.07889938354492,,,,,,,g-r,0.7124996185302734
4154649908027348992,0.6011553,229.5306,124.815008214485,51.8228900954943,22.53811,21.19419,20.19127,19.38457,20.19127,boss,3690,288,55182,,21.47520065307617,,,,,,,,,
4153696356534605824,0.6015595,196.562,124.867028991917,51.8178909502294,26.34435,22.17681,20.7659,19.70488,20.7659,boss,3689,915,55180,22.026199340820312,21.3400993347168,20.198699951171875,,,,,,,g-r,0.6861000061035121
4154649633149442048,0.4487999,213.5065,124.873058300245,51.8186180941375,23.37079,22.10541,20.17642,19.33676,20.17642,boss,3690,287,55182,22.000099182128903,20.901899337768555,19.8439998626709,,,,,,,g-r,1.098199844360348
4153696906290419712,0.4732555,145.6781,124.955089065499,51.8231286441314,23.86325,22.12062,20.51608,19.65719,20.51608,boss,3689,917,55180,,21.24049949645996,20.35300064086914,,,,,,,r-i,0.8874988555908203
4154651832172697600,0.4752182,334.631,124.873183829314,51.9942758719225,25.4165,21.69435,19.81064,18.96272,19.81064,boss,3690,295,55182,22.020700454711918,20.874099731445312,20.10169982910156,,,,,,,g-r,1.1466007232666051
