specobjid,redshift,veldisp,ra,dec,u,g,r,i,modelMag_r,programname,plate,fiberid,mjd,ps1_g_mag,ps1_r_mag,ps1_i_mag,ps1_g_depth,ps1_r_depth,ps1_i_depth,ps1_g_fwhm,ps1_r_fwhm,ps1_i_fwhm,color_name,color_value
7685605352927418368,0.6089427,201.893,199.672886125537,66.3552016803338,25.49921,22.41175,20.83525,19.67793,20.83525,boss,6826,773,56449,,21.132099151611328,20.356599807739254,,,,,,,r-i,0.7754993438720739
7685616348043696128,0.4272533,201.7641,200.123050039288,66.1881870284141,24.887,21.43262,19.64871,18.90329,19.64871,boss,6826,813,56449,21.66530036926269,20.37299919128418,19.820199966430664,,,,,,,g-r,1.292301177978512
7685628167793694720,0.2170132,209.6815,200.331512371352,66.2406249264235,21.33987,18.95612,17.61312,17.04795,17.61312,boss,6826,856,56449,20.07620048522949,18.8971004486084,18.485300064086918,,,,,,,g-r,1.1791000366210902
7685627618037880832,0.3269776,220.4129,200.326057474793,66.1132981287717,22.32703,20.83761,19.09314,18.50704,19.09314,boss,6826,854,56449,21.10020065307617,19.711700439453125,19.30229949951172,,,,,,,g-r,1.3885002136230433
7685627343159973888,0.5853063,241.6066,200.357226665257,66.216343064881,22.63829,22.00138,20.34358,19.16904,20.34358,boss,6826,853,56449,,21.18560028076172,20.551700592041016,,,,,,,r-i,0.6338996887207031
7685629267305322496,0.3288107,249.9731,200.398613998494,66.1224294484201,22.39986,20.35142,18.72227,18.10974,18.72227,boss,6826,860,56449,,21.006799697875977,,,,,,,,,
9449927089451194368,0.3235569,74.79247,212.520967266285,59.6674280023642,23.29565,22.00454,20.44999,19.85496,20.44999,eboss,8393,906,57864,21.97249984741211,20.805599212646484,20.68000030517578,,,,,,,g-r,1.166900634765625
9449928738718636032,0.3188144,175.463,212.570991196526,59.6123800131643,22.90412,20.97462,19.44364,18.89694,19.44364,eboss,8393,912,57864,21.366300582885746,20.02949905395508,19.53870010375977,,,,,,,g-r,1.336801528930664
9451021103537608704,0.2971407,110.2483,229.678782122311,53.9979996912145,23.41925,22.09988,20.49138,19.93441,20.49138,eboss,8394,790,57865,21.94070053100586,20.84600067138672,20.422700881958008,,,,,,,g-r,1.0946998596191406
9451020004025980928,0.2987818,135.4265,229.716385259123,54.0342483455817,24.64394,20.72516,19.18989,18.62492,19.18989,eboss,8394,786,57865,21.158300399780277,19.95709991455078,19.40509986877441,,,,,,,g-r,1.2012004852294957
9451032373531793408,0.2968417,236.1632,229.711997752557,54.0031382597581,22.8024,21.84348,20.46611,19.94887,20.46611,eboss,8394,831,57865,21.82690048217773,20.78459930419922,20.22960090637207,,,,,,,g-r,1.042301177978512
9451030999142258688,0.2943734,167.9422,229.745100105857,54.0242847150492,22.98671,21.30426,19.75732,19.21392,19.75732,eboss,8394,826,57865,,20.35770034790039,,,,,,,,,
9451033198165514240,0.3563215,206.3505,229.730353308969,53.9886644865692,22.66629,20.94953,19.25136,18.71907,19.25136,eboss,8394,834,57865,21.48900032043457,20.1427001953125,19.565900802612305,,,,,,,g-r,1.3463001251220703
9451045842549233664,0.4423837,229.0454,229.926686320862,53.7408153791267,25.78048,21.86537,20.09914,19.37306,20.09914,eboss,8394,880,57865,21.875600814819336,20.875099182128903,20.013999938964844,,,,,,,g-r,1.0005016326904332
4549827859070605312,0.4564379,220.2993,208.944535873716,-3.3943102339248,21.92701,20.79655,19.47153,18.72252,19.47153,boss,4041,241,55361,,20.41270065307617,19.82010078430176,,,,,,,r-i,0.592599868774407
