specobjid,redshift,veldisp,ra,dec,u,g,r,i,modelMag_r,programname,plate,fiberid,mjd,ps1_g_mag,ps1_r_mag,ps1_i_mag,ps1_g_depth,ps1_r_depth,ps1_i_depth,ps1_g_fwhm,ps1_r_fwhm,ps1_i_fwhm,color_name,color_value
6756695592259573760,0.6204579,119.9766,206.440160274791,23.6487155669401,24.60584,21.63222,20.43851,19.49444,20.43851,boss,6001,619,56072,,21.25349998474121,20.846599578857425,,,,,,,r-i,0.4069004058837855
6756638967410743296,0.6819351,180.7623,206.473334459254,23.4840934005406,22.94294,22.38186,20.81192,19.72383,20.81192,boss,6001,413,56072,21.822900772094727,20.83699989318848,19.9414005279541,,,,,,,g-r,0.9859008789062464
6756640891556091904,0.6658965,73.16333,206.513448943086,23.6264364780588,23.08348,22.04585,20.99605,19.95883,20.99605,boss,6001,420,56072,,,,,,,,,,,
6756639517166557184,0.4828269,175.027,206.493402968947,23.4915579223798,23.18532,22.28286,20.4683,19.57501,20.4683,boss,6001,415,56072,,21.05909919738769,20.547199249267575,,,,,,,r-i,0.5118999481201172
6756640066922371072,0.4463145,198.4118,206.591636645785,23.6105633948048,25.32358,22.24212,20.48171,19.67633,20.48171,boss,6001,417,56072,21.898500442504883,20.685199737548828,20.03809928894043,,,,,,,g-r,1.2133007049560547
6756639792044464128,0.4841602,248.3234,206.627559057793,23.4770052016097,26.32546,21.89552,20.17459,19.28769,20.17459,boss,6001,416,56072,21.945600509643555,20.823999404907227,20.21150016784668,,,,,,,g-r,1.1216011047363281
6756629621561907200,0.5159394,153.8571,206.734351019117,23.5251726110655,22.44697,20.81146,19.45732,18.73043,19.45732,boss,6001,379,56072,21.81719970703125,20.55459976196289,,,,,,,,g-r,1.2625999450683594
6756627972294465536,0.6010293,289.0205,206.673746844451,23.500688264335,23.42145,22.15208,20.64141,19.61652,20.64141,boss,6001,373,56072,,21.336200714111328,20.49860000610352,,,,,,,r-i,0.837600708007809
6756617526934001664,0.6114213,211.3577,206.992751829974,23.5839776137029,22.62185,23.08589,20.97953,19.8737,20.97953,boss,6001,335,56072,,21.334400177001957,20.55780029296875,,,,,,,r-i,0.7765998840332067
6756617801811908608,0.5229145,254.0049,207.023595021059,23.4051791463821,25.40201,21.46773,19.80429,18.86357,19.80429,boss,6001,336,56072,21.59959983825684,20.09869956970215,19.52359962463379,,,,,,,g-r,1.500900268554691
6756616977178187776,0.6156815,229.0873,207.049744632201,23.5281128278192,26.95172,21.56566,19.93464,18.85181,19.93464,boss,6001,333,56072,,,,,,,,,,,
6756605432306096128,0.5534126,349.054,207.068104895002,23.5210034252577,26.88591,22.84251,20.8257,19.80807,20.8257,boss,6001,291,56072,22.118000030517575,21.15719985961914,20.166400909423828,,,,,,,g-r,0.960800170898434
6756606806695630848,0.4745962,223.9255,207.06657770003,23.4964188567199,22.17858,22.0686,20.1826,19.31191,20.1826,boss,6001,296,56072,,20.78219985961914,20.122299194335938,,,,,,,r-i,0.6599006652832031
6756603783038654464,0.4231147,214.3283,207.111461372665,23.3860969010901,23.46005,21.8638,20.09735,19.28623,20.09735,boss,6001,285,56072,21.8351993560791,20.430500030517575,20.024200439453125,,,,,,,g-r,1.404699325561527
6756606531817723904,0.6923418,210.7518,207.127260261503,23.5537240490871,26.85565,22.70843,20.84568,19.53326,20.84568,boss,6001,295,56072,,21.539400100708008,20.603599548339844,,,,,,,r-i,0.9358005523681641
6756583716951447552,0.3782746,237.3352,207.426335461942,23.3505477633492,25.5908,20.88686,19.15549,18.53616,19.15549,boss,6001,212,56072,21.345199584960938,19.687000274658203,19.28770065307617,,,,,,,g-r,1.6581993103027344
6756598285480515584,0.4945624,259.4641,207.340058206875,23.3804108050835,23.76715,21.32227,19.74053,18.92612,19.74053,boss,6001,265,56072,21.7101993560791,20.30970001220703,19.832500457763672,,,,,,,g-r,1.4004993438720703
6756583991829354496,0.5035478,250.2199,207.57499811995,23.4561234026126,25.22446,22.11628,20.19705,19.29212,20.19705,boss,6001,213,56072,,,,,,,,,,,
6756582342561912832,0.4698943,178.2615,207.596932816191,23.350629267734,22.92992,21.33255,19.96692,19.22905,19.96692,boss,6001,207,56072,21.72640037536621,20.40329933166504,19.97030067443848,,,,,,,g-r,1.3231010437011719
6756585091340982272,0.5041412,204.6185,207.618912404066,23.4308846399514,23.5647,21.96207,20.19249,19.3097,20.19249,boss,6001,217,56072,,,,,,,,,,,
6756567499154937856,0.2513176,198.1185,207.744981362529,23.3416983996708,21.36357,19.04134,17.64561,17.13622,17.64561,boss,6001,153,56072,20.20059967041016,18.871400833129883,18.698699951171875,,,,,,,g-r,1.329198837280277
6756564750375868416,0.6837878,201.5814,207.77329489091,23.4514353713333,22.64079,21.53494,20.71326,19.89827,20.71326,boss,6001,143,56072,21.734699249267575,21.143999099731445,20.693099975585938,,,,,,,g-r,0.5907001495361293
