specobjid,redshift,veldisp,ra,dec,u,g,r,i,modelMag_r,programname,plate,fiberid,mjd,ps1_g_mag,ps1_r_mag,ps1_i_mag,ps1_g_depth,ps1_r_depth,ps1_i_depth,ps1_g_fwhm,ps1_r_fwhm,ps1_i_fwhm
6010251715517110272,0.3544249,241.0863,155.141976376963,13.2381953231424,22.80309,21.11597,19.32233,18.66866,19.32233,boss,5338,720,56002,21.598800659179688,20.111000061035156,19.601699829101562,,,,,,
6010252540150831104,0.5512369,244.4103,155.288750716185,13.1299848526906,25.37322,22.48094,20.65545,19.58927,20.65545,boss,5338,723,56002,--,21.19849967956543,20.26460075378418,,,,,,
6010251440639203328,0.5537546,337.163,155.296603025212,13.1887462760861,25.61765,21.96275,20.51863,19.43444,20.51863,boss,5338,719,56002,--,21.391199111938477,20.94770050048828,,,,,,
6010251990395017216,0.5535842,264.2253,155.36467903863,13.1318895739583,23.85929,22.73269,20.60523,19.57392,20.60523,boss,5338,721,56002,--,--,--,,,,,,
6010265184534550528,0.3254126,230.7157,155.445665222514,13.133799764234,24.11122,20.79004,19.07469,18.41771,19.07469,boss,5338,769,56002,21.259599685668945,19.782699584960938,19.319000244140625,,,,,,
6010262435755481088,0.5528626,165.645,155.409361991423,13.2621785079805,21.57287,21.05196,20.26151,19.57453,20.26151,boss,5338,759,56002,--,--,--,,,,,,
6010261336243853312,0.5994519,238.7616,155.414088264652,13.1891416450823,23.15526,22.4696,20.92548,19.86398,20.92548,boss,5338,755,56002,--,21.203100204467773,20.404300689697266,,,,,,
6010257487953156096,0.6594857,328.3433,155.485871721721,13.2526510959847,23.87798,21.83411,20.73707,19.37649,20.73707,boss,5338,741,56002,22.22920036315918,21.547000885009766,20.578399658203125,,,,,,
6010263535267108864,0.5372934,167.5922,155.51680214193,13.137099182813,24.79025,22.23481,20.5247,19.50423,20.5247,boss,5338,763,56002,--,21.064599990844727,20.308399200439453,,,,,,
6010272881115944960,0.5529997,205.2631,155.50976451872,13.2800559000168,23.58173,21.94456,20.37011,19.3997,20.37011,boss,5338,797,56002,--,20.782100677490234,--,,,,,,
6010273430871758848,0.4838292,236.7029,155.548344354909,13.2074101813745,22.69167,21.89411,20.37451,19.54331,20.37451,boss,5338,799,56002,21.2106990814209,21.090200424194336,20.441200256347656,,,,,,
6010270132336875520,0.6600413,172.7704,155.553344842942,13.3023525964017,24.04944,22.1552,20.86693,19.91347,20.86693,boss,5338,787,56002,--,--,--,,,,,,
6010272331360131072,0.3678432,100.9717,155.592902464333,13.3039016076833,25.27328,22.1989,20.81449,20.0547,20.81449,boss,5338,795,56002,22.200700759887695,21.197900772094727,20.7101993560791,,,,,,
6010284700865943552,0.4142496,239.0357,155.655714084379,13.3136858041429,25.68984,21.22078,19.42952,18.73405,19.42952,boss,5338,840,56002,21.42650032043457,19.95240020751953,19.42620086669922,,,,,,
6010284425988036608,0.5540621,245.8304,155.672476299078,13.2231684226293,22.33385,22.40203,20.23595,19.2746,20.23595,boss,5338,839,56002,--,21.33060073852539,--,,,,,,
6010282226964781056,0.4160405,251.7123,155.780587902435,13.2148756434186,23.20581,21.13754,19.39272,18.69181,19.39272,boss,5338,831,56002,21.657400131225586,20.263900756835938,19.60449981689453,,,,,,
6010283326476408832,0.511372,188.8101,155.812563560318,13.1699863023197,23.44016,22.12319,20.28138,19.39625,20.28138,boss,5338,835,56002,21.79990005493164,21.047000885009766,20.1835994720459,,,,,,
6010293222081058816,0.5130436,139.1397,155.834328282679,13.2121787808125,22.08492,20.88571,19.94862,19.21828,19.94862,boss,5338,871,56002,--,21.88640022277832,--,,,,,,
6010292122569431040,0.5088075,218.6794,155.926354224036,13.2102430254043,25.30135,21.62181,19.93628,19.00496,19.93628,boss,5338,867,56002,21.87809944152832,20.774099349975586,19.967100143432617,,,,,,
6010295421104314368,0.5145907,61.70988,155.843004993175,13.1804637853863,22.92714,21.23606,20.12036,19.3955,20.12036,boss,5338,879,56002,--,21.595800399780273,20.909400939941406,,,,,,
6010294871348500480,0.5443659,200.8588,155.836719064109,13.2800863439727,23.72922,22.68683,20.876,19.88498,20.876,boss,5338,877,56002,21.615800857543945,21.09779930114746,20.229900360107422,,,,,,
6010293496958965760,0.5174527,256.4193,155.881034918643,13.2918348739197,23.31112,22.32744,20.35259,19.28003,20.35259,boss,5338,872,56002,22.305299758911133,21.074199676513672,20.201000213623047,,,,,,
6010295695982221312,0.5174557,210.3385,155.881261601759,13.3116738408463,25.30239,22.70197,20.71333,19.8438,20.71333,boss,5338,880,56002,--,21.037799835205078,20.093299865722656,,,,,,
6010291847691524096,0.5527983,369.8427,155.967766432842,13.2223050060346,25.08607,22.71846,20.72248,19.58436,20.72248,boss,5338,866,56002,21.973800659179688,21.31060028076172,20.363399505615234,,,,,,
6010306416220592128,0.5957508,271.1219,156.127692386372,13.3151596152569,25.67795,22.62385,20.80157,19.63053,20.80157,boss,5338,919,56002,22.030799865722656,21.218399047851562,20.212299346923828,,,,,,
6012399611632965632,0.5464288,247.6675,156.129874952666,13.3007590395291,23.40213,21.84042,20.15184,19.08615,20.15184,boss,5340,342,56011,22.138200759887695,20.857799530029297,19.98189926147461,,,,,,
