specobjid,redshift,veldisp,ra,dec,u,g,r,i,modelMag_r,programname,plate,fiberid,mjd,ps1_g_mag,ps1_r_mag,ps1_i_mag,ps1_g_depth,ps1_r_depth,ps1_i_depth,ps1_g_fwhm,ps1_r_fwhm,ps1_i_fwhm,color_name,color_value
7504365153749850112,0.4819983,223.5378,195.393418687717,48.774710276806,23.9143,22.45262,20.72378,19.87537,20.72378,boss,6665,881,56390,22.09869956970215,21.216699600219727,20.47220039367676,,,,,,,g-r,0.8819999694824219
7504364603994036224,0.4516612,137.6558,195.478944624602,48.8391665997193,23.06383,21.87877,20.36337,19.46844,20.36337,boss,6665,879,56390,,,21.384899139404297,,,,,,,,
7504366803017291776,0.4867264,220.3451,195.459937383709,48.729330482341,25.28305,22.123,20.51995,19.63704,20.51995,boss,6665,887,56390,22.131799697875977,20.8346004486084,20.17099952697754,,,,,,,g-r,1.2971992492675781
7504366253261477888,0.4821155,171.2359,195.409983936385,48.8064987079511,22.65556,22.11378,20.30708,19.40605,20.30708,boss,6665,885,56390,,21.15439987182617,20.22279930114746,,,,,,,r-i,0.9316005706787074
7504376148866127872,0.5416316,277.2867,195.75831724778,48.7270396958474,25.26357,22.68019,20.87152,19.6358,20.87152,boss,6665,921,56390,,21.36319923400879,20.423200607299805,,,,,,,r-i,0.9399986267089844
7504376698621941760,0.5913687,294.0234,195.812378460748,48.6789215799943,22.40534,22.06008,20.26373,19.09988,20.26373,boss,6665,923,56390,21.955699920654297,21.20319938659668,20.272600173950195,,,,,,,g-r,0.7525005340576172
7504378897645197312,0.4516426,198.0447,195.84126092125,48.7085503843377,23.93104,22.01573,20.03258,19.22513,20.03258,boss,6665,931,56390,,20.52569961547852,19.96780014038086,,,,,,,r-i,0.5578994750976598
7504380546912638976,0.4514164,193.6555,195.875031994487,48.6478656056145,23.53213,21.79845,20.16763,19.38332,20.16763,boss,6665,937,56390,21.40539932250977,,,,,,,,,,
7504387693738219520,0.4101571,229.0589,196.096254133186,48.6388852177384,25.04059,21.20241,19.33102,18.65959,19.33102,boss,6665,963,56390,21.558399200439453,19.99209976196289,19.40900039672852,,,,,,,g-r,1.5662994384765625
7504394015930079232,0.2174665,251.9214,196.327838439575,48.671008120353,21.10729,19.12617,17.77607,17.26954,17.77607,boss,6665,986,56390,19.84830093383789,18.628700256347656,18.278200149536133,,,,,,,g-r,1.2196006774902344
7504395390319613952,0.2878448,263.0421,196.732854937831,48.5625263396107,23.41677,20.59314,18.92718,18.29041,18.92718,boss,6665,991,56390,20.830799102783203,19.414600372314453,18.897499084472656,,,,,,,g-r,1.41619873046875
7504271970139396096,0.3638286,218.3759,193.217718507079,49.3815013380305,22.65299,20.90039,19.19957,18.48886,19.19957,boss,6665,542,56390,21.69610023498535,20.151500701904297,19.55620002746582,,,,,,,g-r,1.5445995330810547
7504272245017303040,0.5840622,12.99532,193.283729691054,49.3915815550022,24.48713,21.7993,20.35243,19.1514,20.35243,boss,6665,543,56390,,21.16530036926269,20.2278995513916,,,,,,,r-i,0.9374008178710902
7504283240133580800,0.4977849,286.4272,193.299582739168,49.3309433758836,22.18841,21.65149,19.71901,18.70205,19.71901,boss,6665,583,56390,21.58919906616211,20.93090057373047,20.15279960632324,,,,,,,g-r,0.6582984924316406
7504284614523115520,0.334711,255.6672,193.6518965209,49.2886566764024,25.40157,20.47425,18.78596,18.16379,18.78596,boss,6665,588,56390,21.193500518798828,19.76740074157715,19.285600662231445,,,,,,,g-r,1.4260997772216797
7504307154511484928,0.2624569,228.1216,193.997733463843,49.3047197949236,21.91463,19.6267,18.15486,17.62331,18.15486,boss,6665,670,56390,21.930099487304688,,,,,,,,,,
7504304680610322432,0.6205102,103.7037,194.080632643952,49.2339534809718,23.17191,21.79736,20.72528,19.84163,20.72528,boss,6665,661,56390,21.842500686645508,,,,,,,,,,
7504316775238227968,0.5704363,162.8435,194.285681335094,49.2575171792556,22.03577,22.26044,20.64966,19.85121,20.64966,boss,6665,705,56390,,,,,,,,,,,
7504316500360321024,0.4844899,183.0007,194.305508992256,49.3373481533271,24.68793,21.45258,19.82926,18.97076,19.82926,boss,6665,704,56390,,,,,,,,,,,
7504316225482414080,0.481778,224.3515,194.34479352178,49.3196593103369,22.59069,21.95834,20.44765,19.6125,20.44765,boss,6665,703,56390,21.839599609375,21.2721004486084,20.360200881958008,,,,,,,g-r,0.5674991607666016
7504317324994041856,0.48732,269.7016,194.382772278545,49.2479677141441,24.40744,22.24776,20.24933,19.3833,20.24933,boss,6665,707,56390,21.86319923400879,20.973100662231445,20.22319984436035,,,,,,,g-r,0.8900985717773438
7504327770354505728,0.4865113,110.9834,194.494954185425,49.3866061221709,23.41658,22.34867,20.6728,19.84614,20.6728,boss,6665,745,56390,21.96299934387207,20.95549964904785,20.21660041809082,,,,,,,g-r,1.0074996948242188
7504329419621947392,0.3760644,199.2465,194.497738100093,49.2278909225238,24.42,22.16098,20.54413,19.69253,20.54413,boss,6665,751,56390,21.860599517822266,20.80109977722168,20.174400329589844,,,,,,,g-r,1.059499740600586
7504328869866133504,0.4810359,281.2935,194.537214249416,49.3173337259537,23.80996,21.80821,20.19689,19.33422,20.19689,boss,6665,749,56390,21.81100082397461,20.793399810791016,20.09589958190918,,,,,,,g-r,1.0176010131835938
7504328594988226560,0.4840901,195.8199,194.575643291806,49.3526286073815,26.182,22.40546,20.63253,19.65513,20.63253,boss,6665,748,56390,22.124000549316406,20.935199737548828,20.22780036926269,,,,,,,g-r,1.1888008117675781
7504338765470783488,0.542131,206.7228,194.741672361468,49.222580853655,24.61714,23.98223,20.93283,19.69192,20.93283,boss,6665,785,56390,,21.553600311279297,20.68120002746582,,,,,,,r-i,0.8724002838134766
7504328320110319616,0.4783268,174.8657,194.659151082354,49.3332028210047,24.24691,21.96439,20.28658,19.39918,20.28658,boss,6665,747,56390,21.97879981994629,20.92490005493164,20.114200592041016,,,,,,,g-r,1.0538997650146484
7504339590104504320,0.5396123,82.60324,194.882711005884,49.2891471499432,23.05956,21.88034,20.52843,19.69579,20.52843,boss,6665,788,56390,,21.096900939941406,21.48760032653809,,,,,,,r-i,-0.39069938659668324
7504350310342875136,0.5400234,133.5558,195.064322522628,49.2719540900062,22.05594,21.30628,20.00169,19.24477,20.00169,boss,6665,827,56390,21.68370056152344,20.93790054321289,20.193700790405277,,,,,,,g-r,0.7458000183105504
7504361855214966784,0.5101035,165.1863,195.252554727815,49.2775649410351,24.57387,21.88495,20.48045,19.52603,20.48045,boss,6665,869,56390,,21.16790008544922,20.402299880981445,,,,,,,r-i,0.7656002044677734
7504374774476593152,0.4197572,219.1427,195.912375478012,49.1125855841012,22.15891,20.81444,19.16916,18.42826,19.16916,boss,6665,916,56390,,,,,,,,,,,
7504371750819616768,0.6766779,261.0975,195.836019356507,49.2497601134382,22.71403,22.23961,20.78371,19.37274,20.78371,boss,6665,905,56390,,21.86359977722168,20.746700286865234,,,,,,,r-i,1.1168994903564453
7504382745935894528,0.6040007,386.4607,196.092388473208,49.2254628114398,22.99642,22.57136,20.31458,19.15152,20.31458,boss,6665,945,56390,,21.281700134277344,20.47800064086914,,,,,,,r-i,0.8036994934082031
7504385219837057024,0.3672524,236.1848,196.021103285079,49.1367048302018,25.25072,20.93373,19.12729,18.52544,19.12729,boss,6665,954,56390,,,21.37529945373535,,,,,,,,
7504384395203336192,0.3004748,259.4628,196.051035602128,49.2093494180748,22.52044,20.14469,18.53739,17.95467,18.53739,boss,6665,951,56390,,,19.810300827026367,,,,,,,,
7504385494714963968,0.4279094,157.4275,196.005375857936,49.1074839409065,22.0612,21.0471,19.52308,18.74589,19.52308,boss,6665,955,56390,22.08839988708496,20.843599319458008,20.157899856567383,,,,,,,g-r,1.2448005676269531
7504383020813801472,0.2538139,246.3495,196.345852437446,49.0468720108888,21.44698,19.45683,17.98015,17.43815,17.98015,boss,6665,946,56390,20.283100128173828,19.000999450683597,18.57360076904297,,,,,,,g-r,1.2821006774902308
7504383845447522304,0.5067985,129.6917,196.239126908525,49.1313306447915,24.04503,21.73168,20.31558,19.50606,20.31558,boss,6665,949,56390,21.85540008544922,20.77630043029785,20.10300064086914,,,,,,,g-r,1.0790996551513672
7504384120325429248,0.3751101,255.5757,196.203486814811,49.1405761361538,23.04453,20.83745,19.10655,18.44083,19.10655,boss,6665,950,56390,21.70070075988769,20.082000732421875,19.509300231933597,,,,,,,g-r,1.6187000274658168
7504383295691708416,0.4277925,126.8167,196.343974221688,49.1829342928033,22.01866,21.55335,20.02805,19.2817,20.02805,boss,6665,947,56390,21.478500366210938,,,,,,,,,,
7504384944959150080,0.6789468,258.5024,196.547017536251,49.0130179346231,25.39084,22.60011,20.56404,19.19308,20.56404,boss,6665,953,56390,,21.381200790405277,20.147199630737305,,,,,,,r-i,1.2340011596679723
7504326945720784896,0.5008128,251.7206,194.624792570262,49.7163361000636,26.00077,21.21473,19.37081,18.47937,19.37081,boss,6665,742,56390,21.9650993347168,20.49449920654297,19.67790031433105,,,,,,,g-r,1.4706001281738317
7504339315226597376,0.4817742,254.5141,194.862630546661,49.6647008838035,24.55437,21.60673,19.87782,18.89391,19.87782,boss,6665,787,56390,21.99040031433105,20.57699966430664,19.79509925842285,,,,,,,g-r,1.4134006500244105
7504337665959155712,0.4784505,240.3446,194.761695093023,49.6210119410327,23.94304,22.38406,20.56786,19.64114,20.56786,boss,6665,781,56390,,20.95429992675781,20.148399353027344,,,,,,,r-i,0.8059005737304652
7504348661075433472,0.4805566,182.0408,194.989224114272,49.6785055245617,22.96407,21.49282,20.10981,19.30927,20.10981,boss,6665,821,56390,21.7504997253418,20.81279945373535,20.18560028076172,,,,,,,g-r,0.9377002716064489
9262794601118586880,0.2186,168.1702,190.01617087217,50.3441917280434,22.1712,20.22916,18.9874,18.44999,18.9874,eboss,8227,58,57427,,,,,,,,,,,
9262794326240679936,0.2190355,199.873,189.986996904384,50.3405759670404,22.34872,20.41173,19.11757,18.60977,19.11757,eboss,8227,57,57427,20.76210021972656,19.679800033569336,19.292699813842773,,,,,,,g-r,1.082300186157223
9262779207955798016,0.1943736,160.8609,190.109367300117,50.3258225309213,22.43893,20.49412,19.30463,18.77949,19.30463,eboss,8227,2,57427,,,,,,,,,,,
7505349491215849472,0.5714082,264.7882,191.152447826571,46.1768728915137,24.96809,21.79538,20.62322,19.51642,20.62322,boss,6666,366,56371,,21.75230026245117,20.50329971313477,,,,,,,r-i,1.2490005493163991
7505337121710036992,0.5663523,269.2938,191.484993571789,46.1621222676849,23.43095,22.0857,20.26288,19.21625,20.26288,boss,6666,321,56371,22.012800216674805,21.161699295043945,20.170799255371094,,,,,,,g-r,0.8511009216308594
7505326676349573120,0.4500087,356.9533,191.661883864234,46.1133264172554,24.52918,21.47787,19.51805,18.68484,19.51805,boss,6666,283,56371,21.855600357055664,20.404800415039062,19.64970016479492,,,,,,,g-r,1.4507999420166016
6808542238869837824,0.223332,219.1518,225.922559673504,43.9799898928087,21.42857,19.17124,17.79469,17.25162,17.79469,boss,6047,820,56098,20.225099563598636,19.065099716186523,18.73259925842285,,,,,,,g-r,1.159999847412113
6808551584718673920,0.2421657,199.7578,225.950508176823,44.0042077791049,21.72593,19.32161,17.88849,17.3728,17.88849,boss,6047,854,56098,21.297399520874023,19.162500381469727,18.725000381469727,,,,,,,g-r,2.134899139404297
6808371814567532544,0.2596975,228.1783,225.909084963331,43.9412607816779,22.28622,20.00731,18.49358,17.92017,18.49358,boss,6047,200,56098,21.087400436401367,19.67970085144043,19.031200408935547,,,,,,,g-r,1.4076995849609375
6808551034962860032,0.4698426,227.5722,225.985652978342,44.0146211743042,23.67331,21.26573,19.60474,18.73286,19.60474,boss,6047,852,56098,22.06110000610352,20.796899795532227,20.096099853515625,,,,,,,g-r,1.2642002105712926
6808371539689625600,0.5206512,205.9882,225.980050340129,43.8884871569766,23.25103,21.72777,20.49877,19.69816,20.49877,boss,6047,199,56098,22.012699127197266,21.15449905395508,20.20599937438965,,,,,,,g-r,0.858200073242184
6808360269695440896,0.2819032,287.7357,226.128977645755,43.91516844252,22.54265,20.3117,18.70428,18.12815,18.70428,boss,6047,158,56098,22.119199752807617,,,,,,,,,,
6808360819451254784,0.5074875,224.329,226.126024988604,43.9479997638936,25.9633,21.8357,20.07172,19.13545,20.07172,boss,6047,160,56098,21.985300064086918,20.72249984741211,19.78890037536621,,,,,,,g-r,1.2628002166748082
6808359170183813120,0.5254363,106.2125,226.197833216147,43.8269905170826,25.98637,22.70607,20.88607,19.96831,20.88607,boss,6047,154,56098,21.939599990844727,21.17779922485352,20.292600631713867,,,,,,,g-r,0.7618007659912074
6808348175067535360,0.6271331,79.48415,226.318108731821,43.7840892619313,25.39173,21.64055,20.00506,19.02492,20.00506,boss,6047,114,56098,22.165599822998047,21.390600204467773,20.294099807739254,,,,,,,g-r,0.7749996185302734
6808346800678000640,0.4772626,151.848,226.29098382408,43.6696196672651,22.71659,21.81064,20.35555,19.47033,20.35555,boss,6047,109,56098,22.06049919128418,20.85169982910156,20.07080078125,,,,,,,g-r,1.2087993621826207
6809580452288157696,0.3618428,252.8818,226.547255854589,43.7030840605899,23.73876,20.89536,19.314,18.72342,19.314,boss,6048,501,56072,21.26460075378418,19.93510055541992,19.366300582885746,,,,,,,g-r,1.3295001983642614
6808347900189628416,0.5030078,296.2851,226.348299776676,43.6717006565542,23.9054,22.13836,20.38633,19.4687,20.38633,boss,6047,113,56098,21.91370010375977,20.86540031433105,20.009700775146484,,,,,,,g-r,1.048299789428718
6808336905073350656,0.5121546,193.608,226.572033326358,43.7304599796194,23.60791,21.65264,20.1792,19.3912,20.1792,boss,6047,73,56098,,21.312700271606445,20.56369972229004,,,,,,,r-i,0.7490005493164062
6808336355317536768,0.6242755,302.1501,226.495179951459,43.7076083154563,26.3162,23.27687,20.92528,19.70989,20.92528,boss,6047,71,56098,21.945199966430664,21.46689987182617,20.212900161743164,,,,,,,g-r,0.47830009460449574
6809583475945134080,0.2410192,251.4473,226.613167464404,43.539160403781,21.54516,19.55093,18.09185,17.57662,18.09185,boss,6048,512,56072,20.33099937438965,19.11590003967285,18.56290054321289,,,,,,,g-r,1.2150993347167969
6808335255805908992,0.5039338,292.0087,226.654064350559,43.5980014871831,23.2072,21.9091,20.03188,19.16571,20.03188,boss,6047,67,56098,22.015300750732425,20.521499633789062,19.79509925842285,,,,,,,g-r,1.493801116943363
6808335805561722880,0.5026909,287.9215,226.676122966427,43.6071826783284,22.72572,21.39426,19.68246,18.74397,19.68246,boss,6047,69,56098,,,,,,,,,,,
