specobjid,redshift,veldisp,ra,dec,u,g,r,i,modelMag_r,programname,plate,fiberid,mjd,ps1_g_mag,ps1_r_mag,ps1_i_mag,ps1_g_depth,ps1_r_depth,ps1_i_depth,ps1_g_fwhm,ps1_r_fwhm,ps1_i_fwhm
6543949167987021824,0.3797093,202.925,135.612898017433,34.5356078775192,24.18567,21.13072,19.38797,18.72971,19.38797,boss,5812,796,56354,21.558900833129883,20.225000381469727,19.601900100708008,,,,,,
6543960712859113472,0.2490714,211.5827,135.618880480008,34.4999540526962,20.91553,19.28708,17.84862,17.31143,17.84862,boss,5812,838,56354,20.390600204467773,19.34950065612793,18.680999755859375,,,,,,
6543948343353300992,0.5422574,188.8416,135.54195929958,34.5261291023273,25.62157,21.9335,20.45606,19.43363,20.45606,boss,5812,793,56354,22.105499267578125,--,20.054000854492188,,,,,,
6543948893109114880,0.4529974,239.0497,135.61381519556,34.575673002489,23.46332,21.55257,19.90108,19.10779,19.90108,boss,5812,795,56354,22.05620002746582,20.715599060058594,19.913799285888672,,,,,,
6543970608463763456,0.242965,247.7043,135.807886916036,34.5831741542715,21.31577,19.36666,17.92364,17.35501,17.92364,boss,5812,874,56354,--,--,--,,,,,,
6543958238957950976,0.5447657,251.1797,135.64882421263,34.5443379792987,23.47859,21.88839,20.24581,19.1548,20.24581,boss,5812,829,56354,21.792200088500977,21.014400482177734,20.02359962463379,,,,,,
6543960163103299584,0.582223,390.1658,135.654352701946,34.5629544831941,22.89397,22.48434,20.70008,19.66633,20.70008,boss,5812,836,56354,--,21.35689926147461,20.307600021362305,,,,,,
6543960437981206528,0.6118129,202.3352,135.739980106143,34.6067655196928,27.39034,22.09808,20.19906,19.02648,20.19906,boss,5812,837,56354,22.31130027770996,21.516799926757812,20.4867000579834,,,,,,
6543970883341670400,0.4821861,231.5826,135.835363683396,34.6081450486892,23.36757,21.32985,19.38087,18.49824,19.38087,boss,5812,875,56354,21.98539924621582,20.632600784301758,19.592899322509766,,,,,,
6543970333585856512,0.5631716,211.5486,135.870546978728,34.6135459520589,22.55457,22.02613,20.65351,19.72669,20.65351,boss,5812,873,56354,--,--,17.973600387573242,,,,,,
6543971433097484288,0.6852785,193.5384,136.009037511272,34.6081610621825,24.31481,21.78924,20.873,19.75073,20.873,boss,5812,877,56354,--,21.95159912109375,--,,,,,,
6543982703091668992,0.4085052,264.5912,136.144346763112,34.5366986623102,23.94988,21.98107,20.07877,19.4346,20.07877,boss,5812,918,56354,22.03849983215332,20.789899826049805,20.089000701904297,,,,,,
6543982428213762048,0.4965816,249.0292,136.124100473908,34.5913119903346,23.52994,21.9715,20.16797,19.25237,20.16797,boss,5812,917,56354,22.11829948425293,21.106199264526367,20.11720085144043,,,,,,
6543995347475388416,0.1732643,187.1688,136.455665650006,34.4550650648162,20.88118,18.87221,17.61716,17.04855,17.61716,boss,5812,964,56354,20.20400047302246,19.216999053955078,18.51110076904297,,,,,,
6543995072597481472,0.5191714,265.8725,136.395263930647,34.4023103163829,21.66568,21.65662,19.83891,18.79475,19.83891,boss,5812,963,56354,--,--,20.462600708007812,,,,,,
6543992873574225920,0.6072866,328.1036,136.49826205913,34.4677310897117,22.85688,21.91086,20.30603,19.04758,20.30603,boss,5812,955,56354,--,22.09320068359375,--,,,,,,
6543995897231202304,0.4036754,219.878,136.615065896467,34.4889204498774,23.25908,20.73369,18.91218,18.25678,18.91218,boss,5812,966,56354,21.628000259399414,20.248600006103516,19.48710060119629,,,,,,
6544001394789341184,0.4272786,306.757,136.688423912987,34.4870527933367,26.48068,21.49212,19.67405,18.9445,19.67405,boss,5812,986,56354,21.79759979248047,20.390899658203125,19.605899810791016,,,,,,
6544000570155620352,0.5712368,224.3269,136.797931642668,34.4674882296197,23.70713,21.66275,20.53493,19.79381,20.53493,boss,5812,983,56354,21.657699584960938,--,--,,,,,,
6544003318934689792,0.4929872,178.36,136.71429981438,34.3728809121489,23.08665,21.28728,19.69697,18.77225,19.69697,boss,5812,993,56354,21.454200744628906,20.8976993560791,20.009000778198242,,,,,,
6544001119911434240,0.512098,173.7051,136.777702261731,34.4579739386102,25.4481,21.94484,20.2262,19.23322,20.2262,boss,5812,985,56354,21.67259979248047,21.065200805664062,19.999000549316406,,,,,,
7472783880929695744,0.4223962,230.3142,184.50865694323,45.0679664630632,22.54293,21.0672,19.39691,18.68286,19.39691,boss,6637,677,56370,--,--,--,,,,,,
7472785530197137408,0.5924177,102.109,184.516154269939,45.0149933489937,22.25841,21.36935,19.89332,18.97397,19.89332,boss,6637,683,56370,--,21.437999725341797,20.576400756835938,,,,,,
7472784430685509632,0.5023288,182.8566,184.515793877338,45.1087463161832,23.93487,21.83167,20.22831,19.29227,20.22831,boss,6637,679,56370,--,--,--,,,,,,
7476086264355379200,0.4537711,113.2267,184.521147079091,45.1187969110089,23.07661,21.83408,20.29914,19.52353,20.29914,boss,6640,403,56385,21.59950065612793,20.930400848388672,20.28219985961914,,,,,,
7472794876045973504,0.6047316,155.3887,184.603584223133,45.0279138725411,23.39387,22.49118,20.55291,19.43581,20.55291,boss,6637,717,56370,--,21.177400588989258,20.159400939941406,,,,,,
7472792677022717952,0.4741312,208.0554,184.601735652582,45.1388035511656,23.99091,22.289,20.2101,19.3156,20.2101,boss,6637,709,56370,--,21.421100616455078,20.68079948425293,,,,,,
7476076368750729216,0.45266,298.0369,184.616605795316,45.2056875343532,23.73814,21.66689,19.79129,18.93601,19.79129,boss,6640,367,56385,21.82509994506836,20.73900032043457,19.925100326538086,,,,,,
7472793226778531840,0.4629937,205.7714,184.645073542749,45.1882248798283,22.44281,21.71767,19.91076,19.09732,19.91076,boss,6637,711,56370,21.955900192260742,20.853900909423828,19.912599563598633,,,,,,
7476076093872822272,0.2316952,192.4395,184.709165493826,45.1034565828588,21.57072,19.32283,17.95691,17.43851,17.95691,boss,6640,366,56385,--,20.410499572753906,19.572599411010742,,,,,,
7472806695795972096,0.2631174,200.898,184.86875223463,45.0111303357454,20.88972,19.31578,17.95147,17.40616,17.95147,boss,6637,760,56370,19.975799560546875,18.923900604248047,18.40399932861328,,,,,,
7472797075069229056,0.4604395,281.3366,184.734341452916,45.0150730846634,23.87205,21.55748,19.80238,18.96373,19.80238,boss,6637,725,56370,21.671899795532227,20.43869972229004,19.7101993560791,,,,,,
7476074719483287552,0.5011497,181.6471,184.74011183609,45.0133869366641,23.68483,21.61194,20.00794,19.02059,20.00794,boss,6640,361,56385,21.890499114990234,20.57550048828125,19.852500915527344,,,,,,
7472796250435508224,0.3603991,227.0612,184.797576059271,45.0169245693246,23.31145,20.7019,18.96951,18.34592,18.96951,boss,6637,722,56370,21.37380027770996,19.963499069213867,19.428300857543945,,,,,,
7472794326290159616,0.4717951,200.5071,184.737534905447,45.11781077155,24.987,21.35831,19.62314,18.7555,19.62314,boss,6637,715,56370,--,--,--,,,,,,
7476075818994915328,0.471586,244.7903,184.737534905447,45.11781077155,24.987,21.35831,19.62314,18.7555,19.62314,boss,6640,365,56385,--,--,--,,,,,,
7476064274122823680,0.4584709,229.9113,184.78737472886,45.0827546132802,26.21514,21.89933,20.25992,19.49513,20.25992,boss,6640,323,56385,22.11949920654297,21.17620086669922,20.39459991455078,,,,,,
7472804771650623488,0.500152,185.7349,184.818267200622,45.1312086900254,24.34715,22.36764,20.72264,19.70459,20.72264,boss,6637,753,56370,--,21.57390022277832,20.754100799560547,,,,,,
7476065648512358400,0.4603088,130.3268,184.831645562445,45.1197024631209,23.8641,21.94809,20.12932,19.34034,20.12932,boss,6640,328,56385,--,20.81719970703125,20.11389923095703,,,,,,
7476053828762359808,0.6621678,84.92626,184.876673087177,45.1521730371231,24.19665,21.73741,20.84074,19.71489,20.84074,boss,6640,285,56385,22.102699279785156,21.55769920349121,20.897899627685547,,,,,,
7472806970673879040,0.5782792,267.9934,184.980174877508,45.0042260528821,24.62037,22.06386,20.45674,19.33712,20.45674,boss,6637,761,56370,--,--,20.6560001373291,,,,,,
7476054378518173696,0.5784059,169.9756,184.980174877508,45.0042260528821,24.62037,22.06386,20.45674,19.33712,20.45674,boss,6640,287,56385,--,--,20.6560001373291,,,,,,
7476044757791430656,0.2737437,198.6659,185.107630041662,45.1992813378414,26.10452,20.02846,18.56199,17.94226,18.56199,boss,6640,252,56385,20.553699493408203,19.538700103759766,18.966400146484375,,,,,,
7476043658279802880,0.2014267,200.3087,185.113194593559,45.0571394224576,21.08296,19.04003,17.74456,17.22095,17.74456,boss,6640,248,56385,19.816699981689453,19.028600692749023,18.58690071105957,,,,,,
7472815491888994304,0.5413296,223.3778,185.087459118579,45.0814264285509,22.53303,21.78397,20.0948,19.0943,20.0948,boss,6637,792,56370,21.495100021362305,--,--,,,,,,
7472817690912249856,0.5149788,118.4244,185.17006794813,45.1072078650849,23.77278,21.68214,20.37996,19.52966,20.37996,boss,6637,800,56370,21.504600524902344,21.112300872802734,20.26020050048828,,,,,,
7472816866278529024,0.5978513,270.7356,185.236512829176,45.1422505981527,22.76547,21.57863,20.31213,19.43721,20.31213,boss,6637,797,56370,22.144899368286133,21.404600143432617,20.631099700927734,,,,,,
7472827311638992896,0.5022292,219.9479,185.251127630413,45.1729412187664,24.64349,22.41213,20.70252,19.71276,20.70252,boss,6637,835,56370,21.639999389648438,21.085500717163086,20.33449935913086,,,,,,
7472831984563410944,0.5833949,219.1602,185.372374125203,45.0539338971886,24.19966,21.68456,19.96532,18.91574,19.96532,boss,6637,852,56370,--,21.579099655151367,20.547800064086914,,,,,,
7476031563651897344,0.5834575,184.8091,185.372374125203,45.0539338971886,24.19966,21.68456,19.96532,18.91574,19.96532,boss,6640,204,56385,--,21.579099655151367,20.547800064086914,,,,,,
7476031288773990400,0.4817583,220.5028,185.35748628911,45.0063564680034,24.16606,21.95542,20.18047,19.39319,20.18047,boss,6640,203,56385,21.71339988708496,--,--,,,,,,
7472831709685504000,0.5435993,67.80756,185.437896329984,45.0037835830472,21.81201,21.42042,20.14171,19.3529,20.14171,boss,6637,851,56370,21.757400512695312,21.262399673461914,20.663400650024414,,,,,,
7476019743901898752,0.5815705,231.0002,185.512782904962,45.105532071348,23.43878,22.22215,20.40011,19.3358,20.40011,boss,6640,161,56385,22.08609962463379,20.990400314331055,20.002899169921875,,,,,,
7472839406266898432,0.5784717,241.9034,185.53213888322,45.1800286831594,24.55703,22.22572,20.61309,19.51699,20.61309,boss,6637,879,56370,--,--,20.19339942932129,,,,,,
7472828411150620672,0.6020314,282.6234,185.414927950609,45.1347380221933,24.15102,22.98816,20.94709,19.82184,20.94709,boss,6637,839,56370,--,21.57990074157715,20.53380012512207,,,,,,
7472838856511084544,0.5820038,229.7566,185.580194893839,45.1488049387,23.37931,22.56945,20.76106,19.66632,20.76106,boss,6637,877,56370,21.74959945678711,21.082599639892578,20.15719985961914,,,,,,
7476020568535619584,0.4834275,228.0535,185.658879538113,45.1355028279914,24.58617,21.60213,19.91139,19.06644,19.91139,boss,6640,164,56385,--,--,21.04949951171875,,,,,,
7472839956022712320,0.4835041,238.7211,185.658879538113,45.1355028279914,24.58617,21.60213,19.91139,19.06644,19.91139,boss,6637,881,56370,--,--,21.04949951171875,,,,,,
7476008748785620992,0.4831181,182.5972,185.717369560381,45.0972489553811,23.58396,21.99071,20.58547,19.69084,20.58547,boss,6640,121,56385,21.84160041809082,21.073699951171875,20.26889991760254,,,,,,
7472850951138990080,0.4272527,232.8502,185.995164271615,45.0208586869099,24.1611,21.20354,19.52968,18.76064,19.52968,boss,6637,921,56370,--,21.454299926757812,--,,,,,,
7475998853180971008,0.6061905,227.2234,186.010990222917,45.1189349580035,23.89817,22.45066,20.83447,19.7303,20.83447,boss,6640,85,56385,--,--,19.633499145507812,,,,,,
7472856723575035904,0.3596745,212.5655,186.2308776245,45.0196477711382,22.21428,20.66435,19.07412,18.446,19.07412,boss,6637,942,56370,21.148099899291992,19.905099868774414,19.37150001525879,,,,,,
7475999402936784896,0.5666462,339.2894,186.237885509895,45.1805838810447,23.7711,21.77476,20.24025,19.26857,20.24025,boss,6640,87,56385,21.819799423217773,21.176700592041016,20.353900909423828,,,,,,
7472865794545965056,0.4846995,360.7778,186.54769613627,45.1536748045178,22.60671,21.87094,19.92813,19.04089,19.92813,boss,6637,975,56370,--,--,--,,,,,,
7472867443813406720,0.5114046,221.2962,186.597564254515,45.0019990786303,23.7314,21.94149,20.26727,19.34438,20.26727,boss,6637,981,56370,22.165300369262695,20.865699768066406,20.06450080871582,,,,,,
7472868543325034496,0.5874413,185.6907,186.605569783568,45.0249734040132,23.2592,23.17559,20.98501,19.84967,20.98501,boss,6637,985,56370,--,21.317100524902344,20.35759925842285,,,,,,
7476097809227470848,0.6746423,199.3214,183.645392216567,45.4974992346032,24.83832,22.1756,20.76691,19.77146,20.76691,boss,6640,445,56385,21.66819953918457,--,--,,,,,,
7472758042406443008,0.4686666,118.1958,183.926489736664,45.5023883238383,24.15752,21.92566,20.17068,19.37003,20.17068,boss,6637,583,56370,--,--,21.5039005279541,,,,,,
7472758592162256896,0.4910116,180.7814,183.954048127633,45.4542140497605,24.98486,21.88761,20.25396,19.33908,20.25396,boss,6637,585,56370,21.625999450683594,20.763900756835938,19.99959945678711,,,,,,
7476098358983284736,0.5431806,241.5644,183.95996228483,45.471719466448,22.87712,22.41474,20.67372,19.7438,20.67372,boss,6640,447,56385,--,--,20.024499893188477,,,,,,
7472759691673884672,0.4952011,138.0796,183.983228265693,45.4660594047482,22.65316,21.49498,19.87208,19.0785,19.87208,boss,6637,589,56370,--,--,20.80579948425293,,,,,,
7472770686790162432,0.4757749,180.9037,183.988768492665,45.5451236793589,22.36573,21.55646,19.8469,18.97595,19.8469,boss,6637,629,56370,22.1117000579834,--,--,,,,,,
7472771786301790208,0.4444807,151.682,184.174997001758,45.4288100491372,21.68634,21.13003,20.03396,19.29716,20.03396,boss,6637,633,56370,21.063800811767578,--,--,,,,,,
7472771511423883264,0.2301773,255.0349,184.197425456082,45.5761849409057,21.83965,19.34484,17.92113,17.40439,17.92113,boss,6637,632,56370,--,20.08169937133789,--,,,,,,
7472768762644813824,0.4421547,258.0845,184.125076500624,45.4523188381277,22.97629,21.01035,19.36415,18.61225,19.36415,boss,6637,622,56370,21.261600494384766,19.899799346923828,19.158700942993164,,,,,,
7476088738256541696,0.2300879,212.9637,184.201006419915,45.5804484260073,21.32226,19.36442,17.97886,17.4507,17.97886,boss,6640,412,56385,--,--,19.843299865722656,,,,,,
7476098084105377792,0.4287941,254.9425,184.064987593243,45.481158739337,25.53535,20.5788,18.89934,18.24885,18.89934,boss,6640,446,56385,--,--,--,,,,,,
7476088463378634752,0.5117341,254.7675,184.237166682658,45.6247070617621,24.60441,21.60909,19.89691,19.07926,19.89691,boss,6640,411,56385,21.23240089416504,--,--,,,,,,
7472768487766906880,0.5116609,187.9179,184.237166682658,45.6247070617621,24.60441,21.60909,19.89691,19.07926,19.89691,boss,6637,621,56370,21.152599334716797,--,21.11720085144043,,,,,,
7476078018018170880,0.6145184,267.1349,184.542962591701,45.5590523884943,23.32478,22.13424,20.16013,19.08293,20.16013,boss,6640,373,56385,--,--,--,,,,,,
4702951351398979584,0.4199718,216.57,255.80579138467,23.1756197950041,23.37718,21.32897,19.5994,18.84394,19.5994,boss,4177,245,55688,21.844600677490234,20.26219940185547,19.555299758911133,,,,,,
4702963995782699008,0.6419527,241.355,255.77604548536,23.1388043129078,24.341,22.75455,20.94604,19.68183,20.94604,boss,4177,291,55688,--,21.760799407958984,20.306900024414062,,,,,,
4702952450910607360,0.5758607,244.4284,255.84331037449,23.1131292331975,25.70866,22.67224,20.97124,19.96606,20.97124,boss,4177,249,55688,--,21.207399368286133,20.25349998474121,,,,,,
4702964270660605952,0.3892361,208.0928,255.755392579298,22.9953351653775,22.79981,21.09939,19.33562,18.64214,19.33562,boss,4177,292,55688,21.9325008392334,20.30389976501465,19.37420082092285,,,,,,
4702942005550143488,0.5723347,222.8143,256.043447036962,22.9311881401152,25.03684,22.69493,20.97016,19.78334,20.97016,boss,4177,211,55688,--,21.26740074157715,20.253599166870117,,,,,,
4702939806526887936,0.6859553,41.74901,256.192597304506,22.7563840778166,25.81981,21.76771,20.23777,19.33924,20.23777,boss,4177,203,55688,--,--,20.857200622558594,,,,,,
4702940081404794880,0.364291,261.4873,256.109993852455,22.7371517019149,23.18431,20.92694,19.11703,18.45287,19.11703,boss,4177,204,55688,--,--,20.197099685668945,,,,,,
4702950251887351808,0.5718638,193.6027,256.013343320305,22.669391773001,24.92959,22.51575,20.967,19.9693,20.967,boss,4177,241,55688,21.949899673461914,21.15679931640625,20.33009910583496,,,,,,
4702939256771074048,0.412827,278.1694,256.097205039356,22.5791673612558,23.49339,22.21692,20.43597,19.59994,20.43597,boss,4177,201,55688,22.070199966430664,20.84480094909668,20.175100326538086,,,,,,
4703044809887340544,0.466787,216.3341,255.033481454324,24.5825450741026,25.07232,21.41486,19.58654,18.65467,19.58654,boss,4177,585,55688,22.177000045776367,20.659099578857422,19.755699157714844,,,,,,
4703054705491990528,0.5560177,210.4079,255.169827276737,24.4788092130716,23.33734,22.16625,20.63387,19.41392,20.63387,boss,4177,621,55688,--,21.513900756835938,20.492799758911133,,,,,,
4703058553782687744,0.5205284,198.8667,255.227410425786,24.4105790268088,24.96234,22.06054,20.41267,19.47592,20.41267,boss,4177,635,55688,22.57270050048828,21.2460994720459,20.296899795532227,,,,,,
4703055255247804416,0.6455851,147.9349,255.19725831631,24.3414076830298,23.37105,21.68467,20.93519,20.09219,20.93519,boss,4177,623,55688,22.03230094909668,21.607799530029297,20.744300842285156,,,,,,
4703056079881525248,0.282374,253.0378,255.218500143185,24.135014043643,24.45255,20.38844,18.70724,18.12479,18.70724,boss,4177,626,55688,--,--,19.643299102783203,,,,,,
4703068449387337728,0.4786476,218.0853,255.365506215508,24.2348523464074,23.63281,22.53376,20.83168,19.89063,20.83168,boss,4177,671,55688,21.991600036621094,21.018199920654297,20.105100631713867,,,,,,
4703068724265244672,0.2412715,228.2973,255.27503125022,24.0710634280593,20.67038,19.18049,17.84174,17.27899,17.84174,boss,4177,672,55688,20.88249969482422,19.39419937133789,19.03580093383789,,,,,,
