specobjid,redshift,veldisp,ra,dec,u,g,r,i,modelMag_r,programname,plate,fiberid,mjd,ps1_g_mag,ps1_r_mag,ps1_i_mag,ps1_g_depth,ps1_r_depth,ps1_i_depth,ps1_g_fwhm,ps1_r_fwhm,ps1_i_fwhm
5324632267133573120,0.5817792,299.0439,177.599423275052,3.15515917733417,23.1235,22.45704,20.93011,19.91676,20.93011,boss,4729,915,55626,--,--,--,,,,,,
5324632816889387008,0.6102144,208.737,177.597404859594,3.09909141592376,25.75081,23.10362,20.85336,19.87442,20.85336,boss,4729,917,55626,22.136699676513672,21.27669906616211,20.307899475097656,,,,,,
5324631717377759232,0.5254374,192.341,177.689790597019,3.23939319070679,24.36521,22.30452,20.42902,19.47113,20.42902,boss,4729,913,55626,--,--,21.747299194335938,,,,,,
5324641338104502272,0.2677163,264.0281,177.712913549481,3.47733854561841,21.98056,19.8171,18.31561,17.77196,18.31561,boss,4729,948,55626,20.696399688720703,19.321500778198242,18.83880043029785,,,,,,
5324641063226595328,0.5692056,328.8858,177.742240447437,3.3750267839351,23.32497,22.26561,20.40434,19.29058,20.40434,boss,4729,947,55626,--,21.196500778198242,20.13520050048828,,,,,,
5324502249883588608,0.628663,322.1423,175.990586069608,1.17222844442022,22.2829,21.76074,20.22055,18.86236,20.22055,boss,4729,442,55626,22.02549934387207,21.23390007019043,20.044099807739258,,,,,,
5324502524761495552,0.5437898,246.7525,176.009435435002,1.24803976015438,24.8966,22.28382,20.72741,19.67712,20.72741,boss,4729,443,55626,--,21.059600830078125,20.168399810791016,,,,,,
7314988293615278080,0.4005679,263.433,214.732663180064,29.1610711555542,23.03814,20.75463,19.11262,18.45555,19.11262,boss,6497,60,56329,21.484899520874023,20.000600814819336,19.430099487304688,,,,,,
7314986919225743360,0.4407232,193.2257,214.773225109918,29.1554647667923,21.91634,20.946,19.49603,18.74792,19.49603,boss,6497,55,56329,21.36280059814453,20.18939971923828,19.638399124145508,,,,,,
7314987194103650304,0.3983108,257.7918,214.759797424855,29.0731879522974,22.3513,20.63156,19.05246,18.35872,19.05246,boss,6497,56,56329,21.53380012512207,20.05620002746582,19.53569984436035,,,,,,
7314985269958301696,0.3985207,192.9984,214.909207615144,28.9643902172226,22.28985,20.68426,18.91252,18.29659,18.91252,boss,6497,49,56329,21.55660057067871,20.12809944152832,19.690500259399414,,,,,,
