specobjid,redshift,veldisp,ra,dec,u,g,r,i,modelMag_r,programname,plate,fiberid,mjd,ps1_g_mag,ps1_r_mag,ps1_i_mag,ps1_g_depth,ps1_r_depth,ps1_i_depth,ps1_g_fwhm,ps1_r_fwhm,ps1_i_fwhm
7112377989426599936,0.5506766,252.3986,247.23811404105,48.3203239532001,25.38569,21.98906,20.26214,19.21631,20.26214,boss,6317,248,56448,22.021099090576172,20.957399368286133,19.94610023498535,,,,,,
7112387610153342976,0.4433722,316.075,247.179136200775,48.2170230824732,25.39803,21.73559,19.98449,19.09813,19.98449,boss,6317,283,56448,21.935300827026367,20.4950008392334,19.728200912475586,,,,,,
7112376889914972160,0.4319803,160.6112,247.234227827068,48.0027552535718,23.28044,21.18971,19.43722,18.7375,19.43722,boss,6317,244,56448,21.922199249267578,20.655399322509766,20.028200149536133,,,,,,
7112395306734737408,0.5773846,144.9279,247.047590362641,49.0960270358201,23.826,22.12539,20.54677,19.62996,20.54677,boss,6317,311,56448,22.08639907836914,20.987499237060547,20.296300888061523,,,,,,
7112396131368458240,0.264254,240.7677,247.07704915106,49.0841487365307,21.38857,19.70278,18.21008,17.63461,18.21008,boss,6317,314,56448,--,--,--,,,,,,
7112384586496366592,0.3555909,206.7139,247.185438571199,49.0828868726286,22.23959,20.15346,18.52676,17.93769,18.52676,boss,6317,272,56448,--,--,--,,,,,,
7112395031856830464,0.3141507,174.7042,246.996595084036,48.9985980547841,22.23438,20.66164,18.95742,18.38511,18.95742,boss,6317,310,56448,21.20509910583496,19.89419937133789,19.3656005859375,,,,,,
7112382937228924928,0.2623955,228.4767,247.152304506325,48.9062869424017,20.9482,19.21147,17.77143,17.25358,17.77143,boss,6317,266,56448,20.221399307250977,19.140600204467773,18.64240074157715,,,,,,
7112382662351017984,0.4453539,286.009,247.234939949529,49.0492632797649,23.4691,21.58711,19.99264,19.21494,19.99264,boss,6317,265,56448,22.131900787353516,20.681699752807617,19.947999954223633,,,,,,
7112383486984738816,0.1915644,207.1872,247.316747224055,48.9051048544719,20.93575,19.19605,17.89177,17.30949,17.89177,boss,6317,268,56448,20.163799285888672,19.13909912109375,18.63159942626953,,,,,,
7112381837717297152,0.1976136,284.8575,247.29540229807,48.8252723251238,20.20108,17.93422,16.57705,16.06959,16.57705,boss,6317,262,56448,19.43589973449707,18.48940086364746,18.041900634765625,,,,,,
7112382112595204096,0.5972022,202.0132,247.2219251365,48.8521448830279,24.1551,22.15314,20.77205,19.80189,20.77205,boss,6317,263,56448,21.994699478149414,21.33209991455078,20.486299514770508,,,,,,
7112381562839390208,0.6100465,256.7626,247.299943087217,48.8570562724581,24.27532,21.9478,20.46391,19.45632,20.46391,boss,6317,261,56448,--,21.384599685668945,20.552900314331055,,,,,,
7112383212106831872,0.6258095,202.403,247.25517446519,48.8342911407748,21.85856,21.3883,20.12106,19.31835,20.12106,boss,6317,267,56448,21.202600479125977,21.38520050048828,20.723100662231445,,,,,,
7112381287961483264,0.6209412,366.527,247.299470317008,48.7863172185218,24.84882,22.18598,20.63013,19.42096,20.63013,boss,6317,260,56448,22.03230094909668,20.930299758911133,19.80299949645996,,,,,,
7112381013083576320,0.623088,368.6802,247.323027018026,48.7664604221078,25.91874,21.80753,19.90933,18.79278,19.90933,boss,6317,259,56448,21.858299255371094,--,--,,,,,,
7112380738205669376,0.422127,274.3549,247.333025643982,48.7492458292943,23.16408,21.43299,19.64359,18.96167,19.64359,boss,6317,258,56448,--,--,--,,,,,,
7112370842601019392,0.4574881,200.4986,247.539055670576,48.7876283776824,22.56265,21.4644,19.73197,18.92641,19.73197,boss,6317,222,56448,21.892799377441406,20.603599548339844,19.93400001525879,,,,,,
7112371117478926336,0.56428,296.2115,247.49795289818,48.8008632017792,22.81329,21.73906,20.02215,18.94026,20.02215,boss,6317,223,56448,22.056699752807617,20.694900512695312,--,,,,,,
7112378264304506880,0.5298975,199.327,247.446272840596,48.6763843560168,22.3856,21.48827,20.33692,19.50174,20.33692,boss,6317,249,56448,--,--,20.79290008544922,,,,,,
7112379913571948544,0.5504003,324.8705,247.367631144247,48.6075339350946,23.42742,21.76045,20.34248,19.30875,20.34248,boss,6317,255,56448,--,20.931900024414062,20.12299919128418,,,,,,
7112376615037065216,0.5290317,131.7282,247.462002665719,48.5215311551646,24.72524,22.32459,20.39149,19.35107,20.39149,boss,6317,243,56448,--,21.12339973449707,20.315000534057617,,,,,,
7112368368699856896,0.5421333,143.7572,247.764921691444,48.5711593857282,24.92721,22.30643,20.62244,19.75204,20.62244,boss,6317,213,56448,22.449199676513672,21.23189926147461,20.39259910583496,,,,,,
7112357648461486080,0.340943,257.3406,247.829976803452,48.4874689601865,22.4995,20.90082,19.08787,18.46862,19.08787,boss,6317,174,56448,21.288799285888672,19.820899963378906,19.25790023803711,,,,,,
7112367269188229120,0.5501369,268.8195,247.778417052318,48.4797730547823,24.96495,22.22664,20.62879,19.41741,20.62879,boss,6317,209,56448,--,21.346099853515625,20.35810089111328,,,,,,
7112354899682416640,0.2903462,213.2675,247.90402280266,48.3365472065047,23.70024,20.23155,18.61728,18.04902,18.61728,boss,6317,164,56448,20.78580093383789,19.604799270629883,19.064699172973633,,,,,,
7112366994310322176,0.5511505,236.1223,247.717528061838,48.3392799463939,24.15172,22.25427,20.3311,19.38175,20.3311,boss,6317,208,56448,--,--,21.320499420166016,,,,,,
7112355724316137472,0.4857719,265.0388,247.813575173991,48.1830467039068,23.47815,22.10105,20.54579,19.54695,20.54579,boss,6317,167,56448,--,21.199600219726562,20.318099975585938,,,,,,
7112355174560323584,0.4977255,214.0074,247.863658256479,48.1538536997779,24.27441,22.27218,20.53032,19.56663,20.53032,boss,6317,165,56448,21.970399856567383,20.955799102783203,20.19879913330078,,,,,,
7112344729199859712,0.5379645,209.1271,248.003708373948,48.2154514533905,25.31619,21.98748,20.33226,19.41068,20.33226,boss,6317,127,56448,22.057300567626953,20.920900344848633,20.043800354003906,,,,,,
7112343629688231936,0.5508935,231.0869,248.069599080189,48.0860146812672,25.09858,22.4354,20.86841,19.67747,20.86841,boss,6317,123,56448,--,21.263700485229492,20.453500747680664,,,,,,
7112346378467301376,0.5516948,176.6666,248.189411850745,48.0756444968905,25.38667,21.74132,20.1156,19.06847,20.1156,boss,6317,133,56448,--,21.152799606323242,--,,,,,,
7112343079932418048,0.5513742,285.8384,248.11657877282,48.0889554699404,24.32907,22.47013,20.65276,19.60623,20.65276,boss,6317,121,56448,--,21.584400177001953,20.696300506591797,,,,,,
6443716867442104320,0.4445564,148.4403,137.423985645685,57.8683314106567,23.04354,21.49586,19.90509,19.02874,19.90509,boss,5723,697,56597,21.700599670410156,20.846900939941406,20.217199325561523,,,,,,
6443724014267684864,0.5555845,180.0537,137.519543835278,57.8527183703172,26.15461,22.80405,20.8443,19.67854,20.8443,boss,5723,723,56597,--,--,--,,,,,,
6443721815244429312,0.5710749,160.5226,137.620622198088,57.9550605391225,20.73347,20.91596,19.53863,18.5356,19.53863,boss,5723,715,56597,--,21.856800079345703,20.957199096679688,,,,,,
6443734184750241792,0.4432964,200.6802,137.876836815144,57.87792135337,24.11046,21.82584,20.10551,19.27966,20.10551,boss,5723,760,56597,21.877700805664062,20.71540069580078,20.029800415039062,,,,,,
6443732810360707072,0.4424921,158.0652,137.874116500911,57.9045279297103,24.95861,21.28933,19.62449,18.82548,19.62449,boss,5723,755,56597,21.45490074157715,--,--,,,,,,
6443733085238614016,0.4429332,235.5961,137.914877873971,57.8821875886658,22.61954,21.23682,19.59515,18.85385,19.59515,boss,5723,756,56597,21.903099060058594,20.595500946044922,19.82740020751953,,,,,,
6443744904988612608,0.5095368,341.4715,137.925528362366,57.9358401622872,24.12777,22.3793,20.59395,19.50577,20.59395,boss,5723,799,56597,--,21.234399795532227,20.535200119018555,,,,,,
6443753701081634816,0.5015375,250.67,138.025235609664,57.910000389336,25.67204,21.75607,20.28319,19.46858,20.28319,boss,5723,831,56597,22.061399459838867,21.077800750732422,20.349700927734375,,,,,,
6443743805476984832,0.5978246,270.1902,138.041772539304,58.0202964764088,25.34374,22.38871,20.95559,19.91043,20.95559,boss,5723,795,56597,--,21.039899826049805,20.186199188232422,,,,,,
6443729511825823744,0.5392708,248.3322,137.930019102127,58.1257601948298,23.15938,22.01981,20.21531,19.26483,20.21531,boss,5723,743,56597,--,20.946399688720703,20.21150016784668,,,,,,
6443741056697915392,0.5293911,240.5745,138.193201325419,57.9912871246757,26.15802,22.06785,20.61082,19.70471,20.61082,boss,5723,785,56597,--,21.226600646972656,20.451499938964844,,,,,,
6443752051814193152,0.4968507,302.4399,138.314374443729,58.227701327144,23.95594,22.08575,20.43585,19.52557,20.43585,boss,5723,825,56597,22.013200759887695,20.866199493408203,20.166200637817383,,,,,,
6443756174982797312,0.4976574,182.4147,138.24322279022,58.1448374199178,24.53961,22.14263,20.41301,19.50137,20.41301,boss,5723,840,56597,21.93429946899414,21.10300064086914,20.303499221801758,,,,,,
6443753426203727872,0.2855253,242.0439,138.601615451937,58.1658387354254,23.00596,20.00563,18.47224,17.90336,18.47224,boss,5723,830,56597,20.670700073242188,19.43910026550293,18.679500579833984,,,,,,
