specobjid,redshift,veldisp,ra,dec,u,g,r,i,modelMag_r,programname,plate,fiberid,mjd,ps1_g_mag,ps1_r_mag,ps1_i_mag,ps1_g_depth,ps1_r_depth,ps1_i_depth,ps1_g_fwhm,ps1_r_fwhm,ps1_i_fwhm
5377328286476294144,0.2296412,259.1213,227.877559968776,4.13229626688298,21.67473,19.82674,18.36508,17.79073,18.36508,boss,4776,110,55652,20.366899490356445,18.955699920654297,18.59819984436035,,,,,,
5377339006714664960,0.6230805,154.8524,227.782580029411,4.18637526814139,21.98569,21.71441,20.40587,19.48341,20.40587,boss,4776,149,55652,--,--,20.195199966430664,,,,,,
5377337907203037184,0.5692481,168.1109,227.827668430189,4.19748778520034,22.99594,21.97641,20.51084,19.47235,20.51084,boss,4776,145,55652,--,21.387100219726562,20.45599937438965,,,,,,
5377338456958851072,0.6021293,260.9429,227.808588767972,4.18821665285556,22.88,22.75344,20.87267,19.84024,20.87267,boss,4776,147,55652,--,--,--,,,,,,
5376307115991521280,0.5924025,144.373,228.1035997795,4.20488593273714,21.66356,21.23865,20.40353,19.55199,20.40353,boss,4775,491,55708,21.806800842285156,21.49799919128418,19.263900756835938,,,,,,
5377315367214667776,0.4142163,322.1982,228.210527911882,4.08856328765703,24.55578,21.7198,19.94431,19.13838,19.94431,boss,4776,63,55652,21.58009910583496,20.473400115966797,19.97279930114746,,,,,,
5377316191848388608,0.1741713,233.8831,228.293805710861,4.17839633998893,21.5076,18.85969,17.50717,16.95808,17.50717,boss,4776,66,55652,19.464500427246094,18.41309928894043,18.06559944152832,,,,,,
5376303542578731008,0.174165,242.4223,228.293805710861,4.17839633998893,21.5076,18.85969,17.50717,16.95808,17.50717,boss,4775,478,55708,19.464500427246094,18.41309928894043,18.06559944152832,,,,,,
5377316466726295552,0.5054591,217.7998,228.241033290539,4.14795513159054,22.71707,21.81396,20.21176,19.2946,20.21176,boss,4776,67,55652,--,--,--,,,,,,
5377315916970481664,0.5049397,187.5426,228.242319279029,4.10324248093418,24.54244,21.66697,20.17441,19.32864,20.17441,boss,4776,65,55652,--,21.04450035095215,--,,,,,,
5376307665747335168,0.5053653,264.9592,228.256066450079,4.15946960309479,23.23491,22.17886,20.46394,19.38296,20.46394,boss,4775,493,55708,--,21.10810089111328,20.322799682617188,,,,,,
5377317016482109440,0.5638682,232.6873,228.247988274858,4.17137295354373,21.99972,22.27292,20.71877,19.7247,20.71877,boss,4776,69,55652,--,21.06170082092285,20.55299949645996,,,,,,
