specobjid,redshift,veldisp,ra,dec,u,g,r,i,modelMag_r,programname,plate,fiberid,mjd,ps1_g_mag,ps1_r_mag,ps1_i_mag,ps1_g_depth,ps1_r_depth,ps1_i_depth,ps1_g_fwhm,ps1_r_fwhm,ps1_i_fwhm
5278369497170073600,0.2936441,241.6387,134.460684841113,45.2986441423324,21.99835,20.07109,18.56201,17.96768,18.56201,boss,4688,548,56008,20.762300491333008,19.475200653076172,18.87619972229004,,,,,,
5278368672536352768,0.5521172,240.3268,134.384846848665,45.368136476405,23.64939,21.89245,20.24938,19.14912,20.24938,boss,4688,545,56008,--,--,20.393699645996094,,,,,,
5278378568141002752,0.6572605,113.0863,134.673735425672,45.4833448920016,26.68373,22.14743,20.94804,19.95275,20.94804,boss,4688,581,56008,--,21.463600158691406,20.693599700927734,,,,,,
5278389563257280512,0.6120986,168.1463,134.896295594931,45.5027138522762,25.47235,22.70025,20.95407,19.73346,20.95407,boss,4688,621,56008,--,--,--,,,,,,
7529030226774611968,0.4787415,338.6882,151.487809175083,52.8765768522656,22.21258,21.06252,19.47455,18.68567,19.47455,boss,6687,500,56602,21.534099578857422,20.538400650024414,19.718799591064453,,,,,,
7529025004094380032,0.5367986,107.0218,151.607027765475,52.9164950227921,24.96038,22.51654,20.71665,19.67492,20.71665,boss,6687,481,56602,21.819799423217773,21.084999084472656,20.2544002532959,,,,,,
7529029127262984192,0.326881,228.0432,151.992801716989,53.0648350659052,22.31206,20.53639,18.89171,18.2236,18.89171,boss,6687,496,56602,--,--,--,,,,,,
7529021980437403648,0.2858607,209.8611,152.350743664334,53.2239865361862,22.86274,20.09829,18.58294,18.00471,18.58294,boss,6687,470,56602,20.63330078125,19.454200744628906,18.8341007232666,,,,,,
7529022255315310592,0.5615041,255.7853,152.199859868989,53.1562032971128,25.30181,22.57992,20.58528,19.57565,20.58528,boss,6687,471,56602,21.977399826049805,20.97949981689453,20.075000762939453,,,,,,
7529063212123445248,0.3753019,186.5317,152.734906576278,53.4560372993611,24.63631,20.91118,19.14298,18.51461,19.14298,boss,6687,620,56602,21.077800750732422,19.84320068359375,19.204299926757812,,,,,,
7529062937245538304,0.56548,194.6363,152.704872767369,53.4286533440264,23.7986,22.15974,20.75486,19.7743,20.75486,boss,6687,619,56602,21.66360092163086,21.12700080871582,20.41550064086914,,,,,,
7529074207239723008,0.3911006,312.4982,153.006891915335,53.4244524283565,23.06383,21.55893,19.59393,18.92001,19.59393,boss,6687,660,56602,21.500600814819336,20.102500915527344,19.378599166870117,,,,,,
