specobjid,redshift,veldisp,ra,dec,u,g,r,i,modelMag_r,programname,plate,fiberid,mjd,ps1_g_mag,ps1_r_mag,ps1_i_mag,ps1_g_depth,ps1_r_depth,ps1_i_depth,ps1_g_fwhm,ps1_r_fwhm,ps1_i_fwhm
4365182473438779392,0.5089957,183.1483,225.830889922908,27.8286489909911,24.62093,22.59403,20.89093,19.94462,20.89093,boss,3877,249,55365,21.795499801635742,21.148099899291992,20.214399337768555,,,,,,
4365181923682965504,0.4654584,178.2977,225.805140201455,27.7549109418062,21.98265,21.35524,20.05477,19.28287,20.05477,boss,3877,247,55365,--,20.90959930419922,--,,,,,,
4365173127589943296,0.5159331,195.8906,225.902656947291,27.7795771691597,23.54317,22.78276,20.92233,19.94789,20.92233,boss,3877,215,55365,--,--,--,,,,,,
4365173402467850240,0.4194624,279.0258,226.008739379005,27.6999285975052,22.23181,21.1739,19.40112,18.68019,19.40112,boss,3877,216,55365,21.641000747680664,20.16710090637207,19.603300094604492,,,,,,
4365162132473665536,0.4187943,281.984,226.201393798643,27.655699971877,22.93818,21.24098,19.42728,18.72512,19.42728,boss,3877,175,55365,21.668399810791016,20.085899353027344,19.304399490356445,,,,,,
4365163231985293312,0.4626456,181.0982,226.150915915799,27.7352447216114,24.59595,21.90689,20.32736,19.50832,20.32736,boss,3877,179,55365,22.146900177001953,20.997100830078125,20.207300186157227,,,,,,
4365161032962037760,0.5593075,116.722,226.200330947413,27.5992759179305,25.59794,22.40558,20.90824,19.8694,20.90824,boss,3877,171,55365,--,21.409500122070312,20.499000549316406,,,,,,
4365149488089946112,0.4426248,305.1348,226.521536193558,27.5958434173957,24.92533,21.40352,19.77534,18.99989,19.77534,boss,3877,129,55365,21.715200424194336,20.3262996673584,19.538999557495117,,,,,,
4365148938334132224,0.5190879,139.5015,226.499340883098,27.4713089590665,23.61535,21.84121,20.06307,19.12764,20.06307,boss,3877,127,55365,--,21.02750015258789,20.26219940185547,,,,,,
4365136568828319744,0.3661557,153.5435,226.635663792707,27.4194547998382,23.73621,20.90902,19.20938,18.52188,19.20938,boss,3877,82,55365,21.404300689697266,19.851999282836914,19.277999877929688,,,,,,
4365147838822504448,0.5591648,46.66385,226.579589863469,27.5579603403357,24.49258,22.47265,20.98002,19.96203,20.98002,boss,3877,123,55365,--,21.86680030822754,20.774499893188477,,,,,,
4365127497857390592,0.5587184,239.9158,226.834293560998,27.4362160589136,24.96233,22.58417,20.72139,19.66015,20.72139,boss,3877,49,55365,22.384199142456055,21.433000564575195,20.283899307250977,,,,,,
