specobjid,redshift,veldisp,ra,dec,u,g,r,i,modelMag_r,programname,plate,fiberid,mjd,ps1_g_mag,ps1_r_mag,ps1_i_mag,ps1_g_depth,ps1_r_depth,ps1_i_depth,ps1_g_fwhm,ps1_r_fwhm,ps1_i_fwhm
6508935219915282432,0.4945108,267.1261,135.859173748246,29.1699735714331,23.30116,21.98495,20.12596,19.14467,20.12596,boss,5781,392,56337,21.83340072631836,20.956300735473633,19.95829963684082,,,,,,
6508932196258306048,0.4977479,121.5524,135.851942897563,29.2263860998523,22.92386,21.78083,20.04316,19.08054,20.04316,boss,5781,381,56337,21.906400680541992,20.962900161743164,19.974899291992188,,,,,,
6508922850409469952,0.3680903,254.1656,135.98228908811,29.3000525726805,25.70637,20.72368,18.95577,18.34654,18.95577,boss,5781,347,56337,21.334800720214844,19.913000106811523,19.173799514770508,,,,,,
6508922300653656064,0.5185499,274.2918,136.015742028707,29.1556615722435,20.73789,20.50854,19.23675,18.28727,19.23675,boss,5781,345,56337,21.760700225830078,--,--,,,,,,
6508913504560633856,0.6300142,279.9117,136.058060469637,29.1895580633079,26.06088,22.5058,20.84557,19.62907,20.84557,boss,5781,313,56337,--,--,--,,,,,,
6508911580415285248,0.3167666,256.8143,136.161246564804,29.1991012675749,22.24102,20.60915,18.94468,18.33061,18.94468,boss,5781,306,56337,20.872299194335938,19.38789939880371,18.84269905090332,,,,,,
6508910755781564416,0.5957556,309.5422,136.142511776945,29.1840186629556,24.0167,22.51255,20.80883,19.68297,20.80883,boss,5781,303,56337,--,21.483400344848633,20.350299835205078,,,,,,
6508911855293192192,0.5174994,169.2839,136.186098645695,29.1749974594359,22.68043,22.03812,20.28551,19.31596,20.28551,boss,5781,307,56337,22.08049964904785,21.183300018310547,20.46269989013672,,,,,,
6508911305537378304,0.496153,138.7798,136.147744691756,29.2679985748573,23.00808,21.8054,20.40951,19.49506,20.40951,boss,5781,305,56337,21.867000579833984,21.159900665283203,20.26460075378418,,,,,,
6508901409932728320,0.5220869,251.9999,136.290254303004,29.282697181754,23.30386,22.38969,20.89405,19.91003,20.89405,boss,5781,269,56337,--,21.280399322509766,20.40399932861328,,,,,,
6508904158711797760,0.5647529,471.3021,136.300499638528,29.3431358886801,26.62596,22.43908,20.9216,19.84297,20.9216,boss,5781,279,56337,--,21.49519920349121,20.398799896240234,,,,,,
6508899760665286656,0.4937863,297.7278,136.362317050789,29.3261890600527,23.6267,21.63172,20.11965,19.32782,20.11965,boss,5781,263,56337,22.20240020751953,20.90239906311035,20.292400360107422,,,,,,
6508899210909472768,0.4947157,213.4039,136.45775580315,29.3350669878217,23.43239,21.89704,20.41103,19.56472,20.41103,boss,5781,261,56337,--,21.185800552368164,20.368499755859375,,,,,,
6508904433589704704,0.5189021,303.3564,136.396168651814,29.456860792494,23.6376,21.82274,20.01556,19.07469,20.01556,boss,5781,280,56337,21.466699600219727,20.879100799560547,19.883699417114258,,,,,,
6508890964572264448,0.5611637,220.5127,136.507855156842,29.4325228213051,26.75913,22.16877,20.72516,19.67528,20.72516,boss,5781,231,56337,--,21.472299575805664,20.398799896240234,,,,,,
